"Stimulus Amplitude 1","Twitch Duration 1","Contraction Time 1","Twitch Tension 1","Stimulus Amplitude 2","Twitch Duration 2","Contraction Time 2","Twitch Tension 2"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
